value,anomaly,year,month,day,hour,minute,daylight,day_of_week,weekday,time_epoch
76.22574288,0,2013,12,12,17,0,1,3,1,13868676
76.19386187,0,2013,12,12,18,0,1,3,1,13868712
75.38155998,0,2013,12,12,19,0,1,3,1,13868748
75.54108786,0,2013,12,12,20,0,1,3,1,13868784
75.44093455,0,2013,12,12,21,0,1,3,1,13868820
75.98674438,0,2013,12,12,22,0,1,3,1,13868856
76.37852170000002,0,2013,12,12,23,0,0,3,1,13868892
76.24170509,0,2013,12,13,0,0,0,4,1,13868928
76.07005174,0,2013,12,13,1,0,0,4,1,13868964
76.18773069,0,2013,12,13,2,0,0,4,1,13869000
74.54095745,0,2013,12,13,3,0,0,4,1,13869036
75.9857027,0,2013,12,13,4,0,0,4,1,13869072
75.70301054,0,2013,12,13,5,0,0,4,1,13869108
75.97637738,0,2013,12,13,6,0,0,4,1,13869144
73.99051999,0,2013,12,13,7,0,1,4,1,13869180
74.25959878,0,2013,12,13,8,0,1,4,1,13869216
74.06537538,0,2013,12,13,9,0,1,4,1,13869252
73.497738,0,2013,12,13,10,0,1,4,1,13869288
74.40930673,0,2013,12,13,11,0,1,4,1,13869324
73.53465219,0,2013,12,13,12,0,1,4,1,13869360
74.01325297,0,2013,12,13,13,0,1,4,1,13869396
74.65517361,0,2013,12,13,14,0,1,4,1,13869432
73.80252519999998,0,2013,12,13,15,0,1,4,1,13869468
73.47288405,0,2013,12,13,16,0,1,4,1,13869504
74.39571525,0,2013,12,13,17,0,1,4,1,13869540
75.54122752,0,2013,12,13,18,0,1,4,1,13869576
75.61996717,0,2013,12,13,19,0,1,4,1,13869612
74.29673142,0,2013,12,13,20,0,1,4,1,13869648
75.83949955,0,2013,12,13,21,0,1,4,1,13869684
76.92758894,0,2013,12,13,22,0,1,4,1,13869720
75.89869489,0,2013,12,13,23,0,0,4,1,13869756
75.17568757,0,2013,12,14,0,0,0,5,0,13869792
75.81093193,0,2013,12,14,1,0,0,5,0,13869828
75.69196428,0,2013,12,14,2,0,0,5,0,13869864
74.5128894,0,2013,12,14,3,0,0,5,0,13869900
74.98113099,0,2013,12,14,4,0,0,5,0,13869936
76.17734177,0,2013,12,14,5,0,0,5,0,13869972
74.42758116,0,2013,12,14,6,0,0,5,0,13870008
74.07682949,0,2013,12,14,7,0,1,5,0,13870044
75.69932551,0,2013,12,14,8,0,1,5,0,13870080
74.84695927,0,2013,12,14,9,0,1,5,0,13870116
74.35760136,0,2013,12,14,10,0,1,5,0,13870152
74.39803827,0,2013,12,14,11,0,1,5,0,13870188
75.02743496,0,2013,12,14,12,0,1,5,0,13870224
74.02252097,0,2013,12,14,13,0,1,5,0,13870260
74.56358368,0,2013,12,14,14,0,1,5,0,13870296
74.69963645,0,2013,12,14,15,0,1,5,0,13870332
75.09767236,0,2013,12,14,16,0,1,5,0,13870368
76.44727912,0,2013,12,14,17,0,1,5,0,13870404
76.95586845,0,2013,12,14,18,0,1,5,0,13870440
76.87810004,0,2013,12,14,19,0,1,5,0,13870476
78.17639551,0,2013,12,14,20,0,1,5,0,13870512
78.63037082,0,2013,12,14,21,0,1,5,0,13870548
77.38397999,0,2013,12,14,22,0,1,5,0,13870584
78.19047845,0,2013,12,14,23,0,0,5,0,13870620
78.61378004,0,2013,12,15,0,0,0,6,0,13870656
77.03252890000002,0,2013,12,15,1,0,0,6,0,13870692
78.6107109,0,2013,12,15,2,0,0,6,0,13870728
76.68094652,0,2013,12,15,3,0,0,6,0,13870764
77.05003701,0,2013,12,15,4,0,0,6,0,13870800
76.33040884,0,2013,12,15,5,0,0,6,0,13870836
77.55881425,0,2013,12,15,6,0,0,6,0,13870872
77.29425879,1,2013,12,15,7,0,1,6,0,13870908
75.96598011,1,2013,12,15,8,0,1,6,0,13870944
76.44504229,1,2013,12,15,9,0,1,6,0,13870980
77.37936193,1,2013,12,15,10,0,1,6,0,13871016
76.39378285,1,2013,12,15,11,0,1,6,0,13871052
76.18731941,1,2013,12,15,12,0,1,6,0,13871088
75.55839334,1,2013,12,15,13,0,1,6,0,13871124
77.31227539,1,2013,12,15,14,0,1,6,0,13871160
77.63696989,1,2013,12,15,15,0,1,6,0,13871196
76.61057145,1,2013,12,15,16,0,1,6,0,13871232
78.01573292,1,2013,12,15,17,0,1,6,0,13871268
78.11484883,1,2013,12,15,18,0,1,6,0,13871304
77.7134697,1,2013,12,15,19,0,1,6,0,13871340
78.35903267,1,2013,12,15,20,0,1,6,0,13871376
77.54037213,1,2013,12,15,21,0,1,6,0,13871412
77.50429946,1,2013,12,15,22,0,1,6,0,13871448
78.54151818,1,2013,12,15,23,0,0,6,0,13871484
78.51850373,1,2013,12,16,0,0,0,0,1,13871520
79.21046638,1,2013,12,16,1,0,0,0,1,13871556
79.13826897,1,2013,12,16,2,0,0,0,1,13871592
78.40306640000001,1,2013,12,16,3,0,0,0,1,13871628
78.62008697,1,2013,12,16,4,0,0,0,1,13871664
77.13148416,1,2013,12,16,5,0,0,0,1,13871700
78.02477786,1,2013,12,16,6,0,0,0,1,13871736
77.86136184,1,2013,12,16,7,0,1,0,1,13871772
77.78773632,1,2013,12,16,8,0,1,0,1,13871808
76.85925072,1,2013,12,16,9,0,1,0,1,13871844
76.69516519,1,2013,12,16,10,0,1,0,1,13871880
77.00482738,1,2013,12,16,11,0,1,0,1,13871916
76.44663657,1,2013,12,16,12,0,1,0,1,13871952
76.83346215,1,2013,12,16,13,0,1,0,1,13871988
76.46349867,1,2013,12,16,14,0,1,0,1,13872024
75.94666293,1,2013,12,16,15,0,1,0,1,13872060
75.43675043,1,2013,12,16,16,0,1,0,1,13872096
76.31010809,1,2013,12,16,17,0,1,0,1,13872132
75.95438461,1,2013,12,16,18,0,1,0,1,13872168
76.15312638,1,2013,12,16,19,0,1,0,1,13872204
76.12036689,1,2013,12,16,20,0,1,0,1,13872240
75.94597297,1,2013,12,16,21,0,1,0,1,13872276
76.55225442,1,2013,12,16,22,0,1,0,1,13872312
76.79808015,1,2013,12,16,23,0,0,0,1,13872348
76.48918773,1,2013,12,17,0,0,0,1,1,13872384
76.33896896,1,2013,12,17,1,0,0,1,1,13872420
77.05310437,1,2013,12,17,2,0,0,1,1,13872456
76.54734976,1,2013,12,17,3,0,0,1,1,13872492
75.9568436,1,2013,12,17,4,0,0,1,1,13872528
76.51240415,1,2013,12,17,5,0,0,1,1,13872564
76.18995103,1,2013,12,17,6,0,0,1,1,13872600
76.90449174,1,2013,12,17,7,0,1,1,1,13872636
76.17663538,1,2013,12,17,8,0,1,1,1,13872672
75.63774692,1,2013,12,17,9,0,1,1,1,13872708
74.76111351,1,2013,12,17,10,0,1,1,1,13872744
75.90421071,1,2013,12,17,11,0,1,1,1,13872780
76.50791927,1,2013,12,17,12,0,1,1,1,13872816
75.03569534,1,2013,12,17,13,0,1,1,1,13872852
76.44788554,1,2013,12,17,14,0,1,1,1,13872888
75.69349585,1,2013,12,17,15,0,1,1,1,13872924
74.67369137,1,2013,12,17,16,0,1,1,1,13872960
75.53230267,1,2013,12,17,17,0,1,1,1,13872996
75.69028376,1,2013,12,17,18,0,1,1,1,13873032
75.61612508,1,2013,12,17,19,0,1,1,1,13873068
75.38417556,1,2013,12,17,20,0,1,1,1,13873104
76.53118614,1,2013,12,17,21,0,1,1,1,13873140
76.0893708,1,2013,12,17,22,0,1,1,1,13873176
76.67098365,1,2013,12,17,23,0,0,1,1,13873212
77.51409604,1,2013,12,18,0,0,0,2,1,13873248
77.71518301,1,2013,12,18,1,0,0,2,1,13873284
77.49253948,1,2013,12,18,2,0,0,2,1,13873320
76.1495223,1,2013,12,18,3,0,0,2,1,13873356
77.69271299,1,2013,12,18,4,0,0,2,1,13873392
77.3078518,1,2013,12,18,5,0,0,2,1,13873428
76.58823094,1,2013,12,18,6,0,0,2,1,13873464
77.01356606,1,2013,12,18,7,0,1,2,1,13873500
76.29867262,1,2013,12,18,8,0,1,2,1,13873536
76.6226516,1,2013,12,18,9,0,1,2,1,13873572
76.44608657,1,2013,12,18,10,0,1,2,1,13873608
75.00817082,1,2013,12,18,11,0,1,2,1,13873644
74.40000215,1,2013,12,18,12,0,1,2,1,13873680
75.95158419,1,2013,12,18,13,0,1,2,1,13873716
74.806774,1,2013,12,18,14,0,1,2,1,13873752
76.18399877,1,2013,12,18,15,0,1,2,1,13873788
75.65218318,1,2013,12,18,16,0,1,2,1,13873824
75.92126892,1,2013,12,18,17,0,1,2,1,13873860
74.56981993,1,2013,12,18,18,0,1,2,1,13873896
74.55990289,1,2013,12,18,19,0,1,2,1,13873932
74.70972542,1,2013,12,18,20,0,1,2,1,13873968
75.87615507,1,2013,12,18,21,0,1,2,1,13874004
75.79608847,1,2013,12,18,22,0,1,2,1,13874040
74.99922907,1,2013,12,18,23,0,0,2,1,13874076
75.24370674,1,2013,12,19,0,0,0,3,1,13874112
76.28685920000002,1,2013,12,19,1,0,0,3,1,13874148
76.86505572,1,2013,12,19,2,0,0,3,1,13874184
75.77297344,1,2013,12,19,3,0,0,3,1,13874220
75.97494123,1,2013,12,19,4,0,0,3,1,13874256
74.90139316,1,2013,12,19,5,0,0,3,1,13874292
74.02325849,1,2013,12,19,6,0,0,3,1,13874328
75.06232298,1,2013,12,19,7,0,1,3,1,13874364
74.98321538,1,2013,12,19,8,0,1,3,1,13874400
75.28863521,1,2013,12,19,9,0,1,3,1,13874436
74.94672097,1,2013,12,19,10,0,1,3,1,13874472
73.86675878,1,2013,12,19,11,0,1,3,1,13874508
73.71014444,1,2013,12,19,12,0,1,3,1,13874544
74.90952525,1,2013,12,19,13,0,1,3,1,13874580
74.84580286,1,2013,12,19,14,0,1,3,1,13874616
75.602222,1,2013,12,19,15,0,1,3,1,13874652
74.74889536,1,2013,12,19,16,0,1,3,1,13874688
75.01816634,1,2013,12,19,17,0,1,3,1,13874724
75.72022589,1,2013,12,19,18,0,1,3,1,13874760
76.30473901,1,2013,12,19,19,0,1,3,1,13874796
76.01042931,1,2013,12,19,20,0,1,3,1,13874832
77.21635808,1,2013,12,19,21,0,1,3,1,13874868
76.50729669,1,2013,12,19,22,0,1,3,1,13874904
76.88382451,1,2013,12,19,23,0,0,3,1,13874940
76.77573772,1,2013,12,20,0,0,0,4,1,13874976
76.28321772,1,2013,12,20,1,0,0,4,1,13875012
76.24950337,1,2013,12,20,2,0,0,4,1,13875048
76.06611132,1,2013,12,20,3,0,0,4,1,13875084
75.81287763,1,2013,12,20,4,0,0,4,1,13875120
75.70166172,1,2013,12,20,5,0,0,4,1,13875156
77.39653919999998,1,2013,12,20,6,0,0,4,1,13875192
76.21575455,1,2013,12,20,7,0,1,4,1,13875228
76.42174243,1,2013,12,20,8,0,1,4,1,13875264
76.12429859999997,1,2013,12,20,9,0,1,4,1,13875300
75.95841843,1,2013,12,20,10,0,1,4,1,13875336
74.24349947,1,2013,12,20,11,0,1,4,1,13875372
76.0751302,1,2013,12,20,12,0,1,4,1,13875408
75.84588787,1,2013,12,20,13,0,1,4,1,13875444
74.92850291,1,2013,12,20,14,0,1,4,1,13875480
76.3109073,1,2013,12,20,15,0,1,4,1,13875516
75.13722516,1,2013,12,20,16,0,1,4,1,13875552
75.66403255,1,2013,12,20,17,0,1,4,1,13875588
77.34278041,1,2013,12,20,18,0,1,4,1,13875624
76.93423637,1,2013,12,20,19,0,1,4,1,13875660
76.61857052,1,2013,12,20,20,0,1,4,1,13875696
77.03286984,1,2013,12,20,21,0,1,4,1,13875732
77.55962287,1,2013,12,20,22,0,1,4,1,13875768
79.09188313,1,2013,12,20,23,0,0,4,1,13875804
78.52068112,1,2013,12,21,0,0,0,5,0,13875840
78.98608769,1,2013,12,21,1,0,0,5,0,13875876
79.4198418,1,2013,12,21,2,0,0,5,0,13875912
79.04463822,1,2013,12,21,3,0,0,5,0,13875948
78.08950603,1,2013,12,21,4,0,0,5,0,13875984
77.60666850000001,1,2013,12,21,5,0,0,5,0,13876020
77.94600233,1,2013,12,21,6,0,0,5,0,13876056
77.89349375,1,2013,12,21,7,0,1,5,0,13876092
78.60456446,1,2013,12,21,8,0,1,5,0,13876128
77.06658421,1,2013,12,21,9,0,1,5,0,13876164
78.3217143,1,2013,12,21,10,0,1,5,0,13876200
77.70983715,1,2013,12,21,11,0,1,5,0,13876236
78.84426107,1,2013,12,21,12,0,1,5,0,13876272
77.1455334,1,2013,12,21,13,0,1,5,0,13876308
78.76918765,1,2013,12,21,14,0,1,5,0,13876344
77.91774797,1,2013,12,21,15,0,1,5,0,13876380
78.34500813,1,2013,12,21,16,0,1,5,0,13876416
79.86106375,1,2013,12,21,17,0,1,5,0,13876452
80.52026302,1,2013,12,21,18,0,1,5,0,13876488
79.89687488,1,2013,12,21,19,0,1,5,0,13876524
82.28923988,1,2013,12,21,20,0,1,5,0,13876560
82.98986906,1,2013,12,21,21,0,1,5,0,13876596
83.24788623,1,2013,12,21,22,0,1,5,0,13876632
82.51965884,1,2013,12,21,23,0,0,5,0,13876668
82.73680192,1,2013,12,22,0,0,0,6,0,13876704
83.78099481,1,2013,12,22,1,0,0,6,0,13876740
83.00863385,1,2013,12,22,2,0,0,6,0,13876776
82.8156272,1,2013,12,22,3,0,0,6,0,13876812
81.77474405,1,2013,12,22,4,0,0,6,0,13876848
82.45427776,1,2013,12,22,5,0,0,6,0,13876884
82.09190101,1,2013,12,22,6,0,0,6,0,13876920
80.96998612,1,2013,12,22,7,0,1,6,0,13876956
81.84802474,1,2013,12,22,8,0,1,6,0,13876992
82.11075802,1,2013,12,22,9,0,1,6,0,13877028
80.90724311,1,2013,12,22,10,0,1,6,0,13877064
81.79664979,1,2013,12,22,11,0,1,6,0,13877100
80.13996622,1,2013,12,22,12,0,1,6,0,13877136
80.56010402,1,2013,12,22,13,0,1,6,0,13877172
81.53097122,1,2013,12,22,14,0,1,6,0,13877208
81.83006626,1,2013,12,22,15,0,1,6,0,13877244
83.51163000000003,1,2013,12,22,16,0,1,6,0,13877280
84.39093203,1,2013,12,22,17,0,1,6,0,13877316
85.22768546,1,2013,12,22,18,0,1,6,0,13877352
86.09488844,1,2013,12,22,19,0,1,6,0,13877388
86.20418922,1,2013,12,22,20,0,1,6,0,13877424
86.22321261,1,2013,12,22,21,0,1,6,0,13877460
85.64943737,1,2013,12,22,22,0,1,6,0,13877496
86.07470988,1,2013,12,22,23,0,0,6,0,13877532
85.32616543,1,2013,12,23,0,0,0,0,1,13877568
85.70599036,1,2013,12,23,1,0,0,0,1,13877604
84.08697057,1,2013,12,23,2,0,0,0,1,13877640
85.22227695,1,2013,12,23,3,0,0,0,1,13877676
83.65396808,1,2013,12,23,4,0,0,0,1,13877712
84.32899995,1,2013,12,23,5,0,0,0,1,13877748
83.11824067,1,2013,12,23,6,0,0,0,1,13877784
82.62728762,1,2013,12,23,7,0,1,0,1,13877820
82.6222981,1,2013,12,23,8,0,1,0,1,13877856
82.37343675,1,2013,12,23,9,0,1,0,1,13877892
81.32311924,1,2013,12,23,10,0,1,0,1,13877928
80.15369446,1,2013,12,23,11,0,1,0,1,13877964
80.29698997,1,2013,12,23,12,0,1,0,1,13878000
81.14245049,1,2013,12,23,13,0,1,0,1,13878036
79.87450895,1,2013,12,23,14,0,1,0,1,13878072
78.72789303,1,2013,12,23,15,0,1,0,1,13878108
80.46954892,1,2013,12,23,16,0,1,0,1,13878144
79.03221423,1,2013,12,23,17,0,1,0,1,13878180
79.87953093,1,2013,12,23,18,0,1,0,1,13878216
78.55827641,1,2013,12,23,19,0,1,0,1,13878252
79.53990963,1,2013,12,23,20,0,1,0,1,13878288
78.25863964,1,2013,12,23,21,0,1,0,1,13878324
79.65429515,1,2013,12,23,22,0,1,0,1,13878360
80.24362459999998,1,2013,12,23,23,0,0,0,1,13878396
80.69153985,1,2013,12,24,0,0,0,1,1,13878432
80.39914328,1,2013,12,24,1,0,0,1,1,13878468
81.39129706,1,2013,12,24,2,0,0,1,1,13878504
81.17088406,1,2013,12,24,3,0,0,1,1,13878540
79.61617311,1,2013,12,24,4,0,0,1,1,13878576
81.12807513,1,2013,12,24,5,0,0,1,1,13878612
80.430862,1,2013,12,24,6,0,0,1,1,13878648
80.02182976,1,2013,12,24,7,0,1,1,1,13878684
79.86815899999998,1,2013,12,24,8,0,1,1,1,13878720
80.57302099,1,2013,12,24,9,0,1,1,1,13878756
78.64657966,1,2013,12,24,10,0,1,1,1,13878792
77.52978652,1,2013,12,24,11,0,1,1,1,13878828
77.83306033,1,2013,12,24,12,0,1,1,1,13878864
77.05832672,1,2013,12,24,13,0,1,1,1,13878900
77.19065966,1,2013,12,24,14,0,1,1,1,13878936
78.12445799999998,1,2013,12,24,15,0,1,1,1,13878972
78.72794247,1,2013,12,24,16,0,1,1,1,13879008
78.00471004,1,2013,12,24,17,0,1,1,1,13879044
77.76657966,1,2013,12,24,18,0,1,1,1,13879080
77.67753604,1,2013,12,24,19,0,1,1,1,13879116
78.95358338,1,2013,12,24,20,0,1,1,1,13879152
78.36725003,1,2013,12,24,21,0,1,1,1,13879188
78.6347335,1,2013,12,24,22,0,1,1,1,13879224
79.85459920000002,1,2013,12,24,23,0,0,1,1,13879260
78.54898156,1,2013,12,25,0,0,0,2,1,13879296
79.24333333,1,2013,12,25,1,0,0,2,1,13879332
80.04303671,1,2013,12,25,2,0,0,2,1,13879368
78.27609712,1,2013,12,25,3,0,0,2,1,13879404
79.68598902,1,2013,12,25,4,0,0,2,1,13879440
77.91620784,1,2013,12,25,5,0,0,2,1,13879476
79.18453247,1,2013,12,25,6,0,0,2,1,13879512
77.94191184,1,2013,12,25,7,0,1,2,1,13879548
77.08242193,1,2013,12,25,8,0,1,2,1,13879584
77.14715291,1,2013,12,25,9,0,1,2,1,13879620
77.62220228,1,2013,12,25,10,0,1,2,1,13879656
78.39516049,1,2013,12,25,11,0,1,2,1,13879692
76.84592783,1,2013,12,25,12,0,1,2,1,13879728
78.29719758,1,2013,12,25,13,0,1,2,1,13879764
77.61888521,1,2013,12,25,14,0,1,2,1,13879800
77.00744034,1,2013,12,25,15,0,1,2,1,13879836
77.76062769,1,2013,12,25,16,0,1,2,1,13879872
77.05181008,1,2013,12,25,17,0,1,2,1,13879908
77.0723302,1,2013,12,25,18,0,1,2,1,13879944
78.46417804,1,2013,12,25,19,0,1,2,1,13879980
77.42081363,1,2013,12,25,20,0,1,2,1,13880016
77.808112,1,2013,12,25,21,0,1,2,1,13880052
77.61400932,1,2013,12,25,22,0,1,2,1,13880088
78.09598691,1,2013,12,25,23,0,0,2,1,13880124
77.77116624,1,2013,12,26,0,0,0,3,1,13880160
77.12786457,1,2013,12,26,1,0,0,3,1,13880196
77.0909157,1,2013,12,26,2,0,0,3,1,13880232
78.23972837,1,2013,12,26,3,0,0,3,1,13880268
77.93250468,1,2013,12,26,4,0,0,3,1,13880304
77.65365613,1,2013,12,26,5,0,0,3,1,13880340
76.34552706,1,2013,12,26,6,0,0,3,1,13880376
77.17220436,1,2013,12,26,7,0,1,3,1,13880412
76.85489779,1,2013,12,26,8,0,1,3,1,13880448
77.10917493,1,2013,12,26,9,0,1,3,1,13880484
76.08132018,1,2013,12,26,10,0,1,3,1,13880520
75.97126016,1,2013,12,26,11,0,1,3,1,13880556
75.31930024,1,2013,12,26,12,0,1,3,1,13880592
76.16500538,1,2013,12,26,13,0,1,3,1,13880628
76.33505989,1,2013,12,26,14,0,1,3,1,13880664
74.71455759,1,2013,12,26,15,0,1,3,1,13880700
75.16889103,1,2013,12,26,16,0,1,3,1,13880736
76.88840520000002,1,2013,12,26,17,0,1,3,1,13880772
75.877899,1,2013,12,26,18,0,1,3,1,13880808
76.41369568,1,2013,12,26,19,0,1,3,1,13880844
76.51985988,1,2013,12,26,20,0,1,3,1,13880880
76.32626701,1,2013,12,26,21,0,1,3,1,13880916
76.75690732,1,2013,12,26,22,0,1,3,1,13880952
77.20223204,1,2013,12,26,23,0,0,3,1,13880988
76.54350997,1,2013,12,27,0,0,0,4,1,13881024
77.01021977,1,2013,12,27,1,0,0,4,1,13881060
77.28761998,1,2013,12,27,2,0,0,4,1,13881096
77.13929934,1,2013,12,27,3,0,0,4,1,13881132
75.83918057,1,2013,12,27,4,0,0,4,1,13881168
77.4130038,1,2013,12,27,5,0,0,4,1,13881204
75.63631529,1,2013,12,27,6,0,0,4,1,13881240
76.80939855,1,2013,12,27,7,0,1,4,1,13881276
77.20317007,1,2013,12,27,8,0,1,4,1,13881312
75.9880975,1,2013,12,27,9,0,1,4,1,13881348
75.60517409,1,2013,12,27,10,0,1,4,1,13881384
76.4823878,1,2013,12,27,11,0,1,4,1,13881420
76.08486147,1,2013,12,27,12,0,1,4,1,13881456
75.05631746,1,2013,12,27,13,0,1,4,1,13881492
75.71939344,1,2013,12,27,14,0,1,4,1,13881528
75.49636047,1,2013,12,27,15,0,1,4,1,13881564
75.55847428,1,2013,12,27,16,0,1,4,1,13881600
75.78702171,1,2013,12,27,17,0,1,4,1,13881636
75.42590876,1,2013,12,27,18,0,1,4,1,13881672
76.5985245,1,2013,12,27,19,0,1,4,1,13881708
75.35253788,1,2013,12,27,20,0,1,4,1,13881744
75.52461588,1,2013,12,27,21,0,1,4,1,13881780
75.27324876,1,2013,12,27,22,0,1,4,1,13881816
76.24473974,1,2013,12,27,23,0,0,4,1,13881852
76.39365772,1,2013,12,28,0,0,0,5,0,13881888
76.14188495,1,2013,12,28,1,0,0,5,0,13881924
76.01404616,1,2013,12,28,2,0,0,5,0,13881960
76.24766604,1,2013,12,28,3,0,0,5,0,13881996
74.60550738,1,2013,12,28,4,0,0,5,0,13882032
75.27305911,1,2013,12,28,5,0,0,5,0,13882068
75.76095709,1,2013,12,28,6,0,0,5,0,13882104
75.18391571,1,2013,12,28,7,0,1,5,0,13882140
74.39944531,1,2013,12,28,8,0,1,5,0,13882176
74.93700505,1,2013,12,28,9,0,1,5,0,13882212
74.62630625,1,2013,12,28,10,0,1,5,0,13882248
74.52466577,1,2013,12,28,11,0,1,5,0,13882284
75.20171861,1,2013,12,28,12,0,1,5,0,13882320
75.59031954,1,2013,12,28,13,0,1,5,0,13882356
74.99300208,1,2013,12,28,14,0,1,5,0,13882392
75.12205049,1,2013,12,28,15,0,1,5,0,13882428
74.8451182,1,2013,12,28,16,0,1,5,0,13882464
75.5004353,1,2013,12,28,17,0,1,5,0,13882500
75.78745907,1,2013,12,28,18,0,1,5,0,13882536
76.80171084,1,2013,12,28,19,0,1,5,0,13882572
76.89224059,1,2013,12,28,20,0,1,5,0,13882608
76.57189936,1,2013,12,28,21,0,1,5,0,13882644
76.05772001,1,2013,12,28,22,0,1,5,0,13882680
76.30518585,1,2013,12,28,23,0,0,5,0,13882716
75.67921558,1,2013,12,29,0,0,0,6,0,13882752
75.65697105,1,2013,12,29,1,0,0,6,0,13882788
76.36312409,1,2013,12,29,2,0,0,6,0,13882824
76.36912771,1,2013,12,29,3,0,0,6,0,13882860
75.98000468,1,2013,12,29,4,0,0,6,0,13882896
74.95772326,1,2013,12,29,5,0,0,6,0,13882932
75.4259806,1,2013,12,29,6,0,0,6,0,13882968
75.84298448,1,2013,12,29,7,0,1,6,0,13883004
74.33460196,1,2013,12,29,8,0,1,6,0,13883040
75.25125208,1,2013,12,29,9,0,1,6,0,13883076
75.28419137,1,2013,12,29,10,0,1,6,0,13883112
73.97549299,1,2013,12,29,11,0,1,6,0,13883148
73.77993441,1,2013,12,29,12,0,1,6,0,13883184
74.11605842,1,2013,12,29,13,0,1,6,0,13883220
75.41199782,1,2013,12,29,14,0,1,6,0,13883256
75.88781183,1,2013,12,29,15,0,1,6,0,13883292
75.34116597,1,2013,12,29,16,0,1,6,0,13883328
74.87521094,1,2013,12,29,17,0,1,6,0,13883364
76.97509822,1,2013,12,29,18,0,1,6,0,13883400
76.83889695,1,2013,12,29,19,0,1,6,0,13883436
76.92440774,1,2013,12,29,20,0,1,6,0,13883472
77.32019076,1,2013,12,29,21,0,1,6,0,13883508
77.67837913,1,2013,12,29,22,0,1,6,0,13883544
76.02861347,1,2013,12,29,23,0,0,6,0,13883580
